
BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "MIDI Ch. 1"
BA    1   CR         0   TR  5   CH  5   ST &B4 &64 &00
BA    1   CR         0   TR  5   CH  5   ST &B4 &06 &0C
BA    1   CR         0   TR  5   CH  5   ST &B4 &0A &40
BA    1   CR         0   TR  5   CH  5   Channel volume 100
BA    1   CR         0   TR  5   CH  5   ST &E4 &00 &40
BA    1   CR         0   TR  5   CH  5   Instrument 71
BA    1   CR         0   TR  6   CH 16   Text type 3: "MIDI Ch. 6"
BA    1   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   Instrument 81
BA    1   CR         0   TR  6   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   Instrument 81
BA    1   CR         0   TR  6   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   Instrument 81
BA    1   CR         0   TR  7   CH 16   Text type 3: "MIDI Ch. 7"
BA    1   CR         0   TR  7   CH  7   ST &B6 &0A &40
BA    1   CR         0   TR  7   CH  7   Channel volume 100
BA    1   CR         0   TR  7   CH  7   ST &E6 &00 &40
BA    1   CR         0   TR  7   CH  7   ST &B6 &65 &00
BA    1   CR         0   TR  7   CH  7   ST &B6 &64 &00
BA    1   CR         0   TR  7   CH  7   ST &B6 &06 &0C
BA    1   CR         0   TR  7   CH  7   ST &B6 &0A &40
BA    1   CR         0   TR  7   CH  7   Channel volume 100
BA    1   CR         0   TR  7   CH  7   ST &E6 &00 &40
BA    1   CR         0   TR  7   CH  7   Instrument 69
BA    1   CR         0   TR  7   CH  7   ST &B6 &65 &00
BA    1   CR         0   TR  7   CH  7   ST &B6 &64 &00
BA    1   CR         0   TR  7   CH  7   ST &B6 &06 &0C
BA    1   CR         0   TR  7   CH  7   ST &B6 &0A &40
BA    1   CR         0   TR  7   CH  7   Channel volume 100
BA    1   CR         0   TR  7   CH  7   ST &E6 &00 &40
BA    1   CR         0   TR  7   CH  7   Instrument 69
BA    1   CR         0   TR  7   CH  7   ST &B6 &65 &00
BA    1   CR         0   TR  7   CH  7   ST &B6 &64 &00
BA    1   CR         0   TR  7   CH  7   ST &B6 &06 &0C
BA    1   CR         0   TR  7   CH  7   ST &B6 &0A &40
BA    1   CR         0   TR  7   CH  7   Channel volume 100
BA    1   CR         0   TR  7   CH  7   ST &E6 &00 &40
BA    1   CR         0   TR  7   CH  7   Instrument 69
BA    1   CR         0   TR  8   CH 16   Text type 3: "MIDI Ch. 8"
BA    1   CR         0   TR  8   CH  8   ST &B7 &0A &40
BA    1   CR         0   TR  8   CH  8   Channel volume 100
BA    1   CR         0   TR  8   CH  8   ST &E7 &00 &40
BA    1   CR         0   TR  8   CH  8   ST &B7 &65 &00
BA    1   CR         0   TR  8   CH  8   ST &B7 &64 &00
BA    1   CR         0   TR  8   CH  8   ST &B7 &06 &0C
BA    1   CR         0   TR  8   CH  8   ST &B7 &0A &40
BA    1   CR         0   TR  8   CH  8   Channel volume 100
BA    1   CR         0   TR  8   CH  8   ST &E7 &00 &40
BA    1   CR         0   TR  8   CH  8   Instrument 33
BA    1   CR         0   TR  8   CH  8   ST &B7 &65 &00
BA    1   CR         0   TR  8   CH  8   ST &B7 &64 &00
BA    1   CR         0   TR  8   CH  8   ST &B7 &06 &0C
BA    1   CR         0   TR  8   CH  8   ST &B7 &0A &40
BA    1   CR         0   TR  8   CH  8   Channel volume 100
BA    1   CR         0   TR  8   CH  8   ST &E7 &00 &40
BA    1   CR         0   TR  8   CH  8   Instrument 33
BA    1   CR         0   TR  8   CH  8   ST &B7 &65 &00
BA    1   CR         0   TR  8   CH  8   ST &B7 &64 &00
BA    1   CR         0   TR  8   CH  8   ST &B7 &06 &0C
BA    1   CR         0   TR  8   CH  8   ST &B7 &0A &40
BA    1   CR         0   TR  8   CH  8   Channel volume 100
BA    1   CR         0   TR  8   CH  8   ST &E7 &00 &40
BA    1   CR         0   TR  8   CH  8   Instrument 33
BA    1   CR         0   TR  9   CH 16   Text type 3: "MIDI Ch. 9"
BA    1   CR         0   TR  9   CH  9   ST &B8 &0A &40
BA    1   CR         0   TR  9   CH  9   Channel volume 100
BA    1   CR         0   TR  9   CH  9   ST &E8 &00 &40
BA    1   CR         0   TR  9   CH  9   ST &B8 &65 &00
BA    1   CR         0   TR  9   CH  9   ST &B8 &64 &00
BA    1   CR         0   TR  9   CH  9   ST &B8 &06 &0C
BA    1   CR         0   TR  9   CH  9   ST &B8 &0A &40
BA    1   CR         0   TR  9   CH  9   Channel volume 100
BA    1   CR         0   TR  9   CH  9   ST &E8 &00 &40
BA    1   CR         0   TR  9   CH  9   ST &B8 &65 &00
BA    1   CR         0   TR  9   CH  9   ST &B8 &64 &00
BA    1   CR         0   TR  9   CH  9   ST &B8 &06 &0C
BA    1   CR         0   TR  9   CH  9   ST &B8 &0A &40
BA    1   CR         0   TR  9   CH  9   Channel volume 100
BA    1   CR         0   TR  9   CH  9   ST &E8 &00 &40
BA    1   CR         0   TR  9   CH  9   ST &B8 &65 &00
BA    1   CR         0   TR  9   CH  9   ST &B8 &64 &00
BA    1   CR         0   TR  9   CH  9   ST &B8 &06 &0C
BA    1   CR         0   TR  9   CH  9   ST &B8 &0A &40
BA    1   CR         0   TR  9   CH  9   Channel volume 100
BA    1   CR         0   TR  9   CH  9   ST &E8 &00 &40
BA    1   CR         0   TR 10   CH 16   Text type 3: "MIDI Drums"
BA    1   CR         0   TR 10   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR 10   CH 10   Channel volume 100
BA    1   CR         0   TR 10   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR 10   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR 10   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR 10   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR 10   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR 10   CH 10   Channel volume 100
BA    1   CR         0   TR 10   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR 10   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR 10   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR 10   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR 10   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR 10   CH 10   Channel volume 100
BA    1   CR         0   TR 10   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR 10   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR 10   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR 10   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR 10   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR 10   CH 10   Channel volume 100
BA    1   CR         0   TR 10   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR 11   CH 16   Text type 3: "MIDI Ch. 11"
BA    1   CR         0   TR 11   CH 11   ST &BA &0A &40
BA    1   CR         0   TR 11   CH 11   Channel volume 100
BA    1   CR         0   TR 11   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 11   CH 11   ST &BA &65 &00
BA    1   CR         0   TR 11   CH 11   ST &BA &64 &00
BA    1   CR         0   TR 11   CH 11   ST &BA &06 &0C
BA    1   CR         0   TR 11   CH 11   ST &BA &0A &40
BA    1   CR         0   TR 11   CH 11   Channel volume 100
BA    1   CR         0   TR 11   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 11   CH 11   Instrument 49
BA    1   CR         0   TR 11   CH 11   ST &BA &65 &00
BA    1   CR         0   TR 11   CH 11   ST &BA &64 &00
BA    1   CR         0   TR 11   CH 11   ST &BA &06 &0C
BA    1   CR         0   TR 11   CH 11   ST &BA &0A &40
BA    1   CR         0   TR 11   CH 11   Channel volume 100
BA    1   CR         0   TR 11   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 11   CH 11   Instrument 49
BA    1   CR         0   TR 11   CH 11   ST &BA &65 &00
BA    1   CR         0   TR 11   CH 11   ST &BA &64 &00
BA    1   CR         0   TR 11   CH 11   ST &BA &06 &0C
BA    1   CR         0   TR 11   CH 11   ST &BA &0A &40
BA    1   CR         0   TR 11   CH 11   Channel volume 100
BA    1   CR         0   TR 11   CH 11   ST &EA &00 &40
BA    1   CR         0   TR 11   CH 11   Instrument 49
BA    1   CR         0   TR 12   CH 16   Text type 3: "MIDI Ch. 12"
BA    1   CR         0   TR 12   CH 12   ST &BB &0A &40
BA    1   CR         0   TR 12   CH 12   Channel volume 100
BA    1   CR         0   TR 12   CH 12   ST &EB &00 &40
BA    1   CR         0   TR 12   CH 12   ST &BB &65 &00
BA    1   CR         0   TR 12   CH 12   ST &BB &64 &00
BA    1   CR         0   TR 12   CH 12   ST &BB &06 &0C
BA    1   CR         0   TR 12   CH 12   ST &BB &0A &40
BA    1   CR         0   TR 12   CH 12   Channel volume 100
BA    1   CR         0   TR 12   CH 12   ST &EB &00 &40
BA    1   CR         0   TR 12   CH 12   Instrument 99
BA    1   CR         0   TR 12   CH 12   ST &BB &65 &00
BA    1   CR         0   TR 12   CH 12   ST &BB &64 &00
BA    1   CR         0   TR 12   CH 12   ST &BB &06 &0C
BA    1   CR         0   TR 12   CH 12   ST &BB &0A &40
BA    1   CR         0   TR 12   CH 12   Channel volume 100
BA    1   CR         0   TR 12   CH 12   ST &EB &00 &40
BA    1   CR         0   TR 12   CH 12   Instrument 99
BA    1   CR         0   TR 12   CH 12   ST &BB &65 &00
BA    1   CR         0   TR 12   CH 12   ST &BB &64 &00
BA    1   CR         0   TR 12   CH 12   ST &BB &06 &0C
BA    1   CR         0   TR 12   CH 12   ST &BB &0A &40
BA    1   CR         0   TR 12   CH 12   Channel volume 100
BA    1   CR         0   TR 12   CH 12   ST &EB &00 &40
BA    1   CR         0   TR 12   CH 12   Instrument 99
BA    1   CR         0   TR 13   CH 16   Text type 3: "MIDI Ch. 13"
BA    1   CR         0   TR 13   CH 13   ST &BC &0A &40
BA    1   CR         0   TR 13   CH 13   Channel volume 100
BA    1   CR         0   TR 13   CH 13   ST &EC &00 &40
BA    1   CR         0   TR 13   CH 13   ST &BC &65 &00
BA    1   CR         0   TR 13   CH 13   ST &BC &64 &00
BA    1   CR         0   TR 13   CH 13   ST &BC &06 &0C
BA    1   CR         0   TR 13   CH 13   ST &BC &0A &40
BA    1   CR         0   TR 13   CH 13   Channel volume 100
BA    1   CR         0   TR 13   CH 13   ST &EC &00 &40
BA    1   CR         0   TR 13   CH 13   ST &BC &65 &00
BA    1   CR         0   TR 13   CH 13   ST &BC &64 &00
BA    1   CR         0   TR 13   CH 13   ST &BC &06 &0C
BA    1   CR         0   TR 13   CH 13   ST &BC &0A &40
BA    1   CR         0   TR 13   CH 13   Channel volume 100
BA    1   CR         0   TR 13   CH 13   ST &EC &00 &40
BA    1   CR         0   TR 13   CH 13   ST &BC &65 &00
BA    1   CR         0   TR 13   CH 13   ST &BC &64 &00
BA    1   CR         0   TR 13   CH 13   ST &BC &06 &0C
BA    1   CR         0   TR 13   CH 13   ST &BC &0A &40
BA    1   CR         0   TR 13   CH 13   Channel volume 100
BA    1   CR         0   TR 13   CH 13   ST &EC &00 &40
BA    1   CR         0   TR 14   CH 16   Text type 3: "MIDI Ch. 14"
BA    1   CR         0   TR 14   CH 14   ST &BD &0A &40
BA    1   CR         0   TR 14   CH 14   Channel volume 100
BA    1   CR         0   TR 14   CH 14   ST &ED &00 &40
BA    1   CR         0   TR 14   CH 14   ST &BD &65 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &64 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &06 &0C
BA    1   CR         0   TR 14   CH 14   ST &BD &0A &40
BA    1   CR         0   TR 14   CH 14   Channel volume 100
BA    1   CR         0   TR 14   CH 14   ST &ED &00 &40
BA    1   CR         0   TR 14   CH 14   ST &BD &65 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &64 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &06 &0C
BA    1   CR         0   TR 14   CH 14   ST &BD &0A &40
BA    1   CR         0   TR 14   CH 14   Channel volume 100
BA    1   CR         0   TR 14   CH 14   ST &ED &00 &40
BA    1   CR         0   TR 14   CH 14   ST &BD &65 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &64 &00
BA    1   CR         0   TR 14   CH 14   ST &BD &06 &0C
BA    1   CR         0   TR 14   CH 14   ST &BD &0A &40
BA    1   CR         0   TR 14   CH 14   Channel volume 100
BA    1   CR         0   TR 14   CH 14   ST &ED &00 &40
BA    1   CR         0   TR 15   CH 16   Text type 3: "MIDI Ch. 15"
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &40
BA    1   CR         0   TR 15   CH 15   Channel volume 100
BA    1   CR         0   TR 15   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 15   CH 15   ST &BE &65 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &64 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &40
BA    1   CR         0   TR 15   CH 15   Channel volume 100
BA    1   CR         0   TR 15   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 15   CH 15   ST &BE &65 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &64 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &40
BA    1   CR         0   TR 15   CH 15   Channel volume 100
BA    1   CR         0   TR 15   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 15   CH 15   ST &BE &65 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &64 &00
BA    1   CR         0   TR 15   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR 15   CH 15   ST &BE &0A &40
BA    1   CR         0   TR 15   CH 15   Channel volume 100
BA    1   CR         0   TR 15   CH 15   ST &EE &00 &40
BA    1   CR         0   TR 16   CH 16   Text type 3: "MIDI Ch. 16"
BA    1   CR         0   TR 16   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 16   CH 16   Channel volume 100
BA    1   CR         0   TR 16   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 16   CH 16   ST &BF &65 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &64 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR 16   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 16   CH 16   Channel volume 100
BA    1   CR         0   TR 16   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 16   CH 16   ST &BF &65 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &64 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR 16   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 16   CH 16   Channel volume 100
BA    1   CR         0   TR 16   CH 16   ST &EF &00 &40
BA    1   CR         0   TR 16   CH 16   ST &BF &65 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &64 &00
BA    1   CR         0   TR 16   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR 16   CH 16   ST &BF &0A &40
BA    1   CR         0   TR 16   CH 16   Channel volume 100
BA    1   CR         0   TR 16   CH 16   ST &EF &00 &40

BA    3   CR         0   TR  2   CH  2   NT  D--         71/96   von=127

BA    4   CR         0   TR  2   CH  2   NT  D--         71/96

BA    5   CR         0   TR  2   CH  2   NT  D--         71/96

BA    6   CR         0   TR  2   CH  2   NT  D--         71/96

BA    7   CR         0   TR  2   CH  2   NT  D--         71/96
BA    7   CR         0   TR  4   CH  4   NT  G--       1+95/96   von=127
BA    7   CR         0   TR  4   CH  4   NT  G---      1+95/96
BA    7   CR         2   TR  4   CH  4   NT  F#--        95/96
BA    7   CR         2   TR  4   CH  4   NT  F#---       95/96
BA    7   CR         3   TR  4   CH  4   NT  G#--        95/96
BA    7   CR         3   TR  4   CH  4   NT  G#---       95/96

BA    8   CR         0   TR  2   CH  2   NT  D--         71/96
BA    8   CR         0   TR  4   CH  4   NT  G--       1+95/96
BA    8   CR         0   TR  4   CH  4   NT  G---      1+95/96
BA    8   CR         2   TR  4   CH  4   NT  C-        2+95/96
BA    8   CR         2   TR  4   CH  4   NT  C--       2+95/96

BA    9   CR         0   TR  2   CH  2   NT  D--         71/96
BA    9   CR         1   TR  4   CH  4   NT  C#-         95/96
BA    9   CR         1   TR  4   CH  4   NT  C#--        95/96
BA    9   CR         1   TR  4   CH  4   NT  C#--        95/96
BA    9   CR         1   TR  4   CH  4   NT  C#--        95/96
BA    9   CR         2   TR  4   CH  4   NT  C-          95/96
BA    9   CR         2   TR  4   CH  4   NT  C--         95/96
BA    9   CR         2   TR  4   CH  4   NT  C--         95/96
BA    9   CR         2   TR  4   CH  4   NT  C--         95/96
BA    9   CR         3   TR  4   CH  4   NT  E-          95/96
BA    9   CR         3   TR  4   CH  4   NT  E--         95/96
BA    9   CR         3   TR  4   CH  4   NT  E--         95/96
BA    9   CR         3   TR  4   CH  4   NT  E--         95/96

BA   10   CR         0   TR  2   CH  2   NT  D--         71/96
BA   10   CR         0   TR  4   CH  4   NT  Eb-       1+95/96
BA   10   CR         0   TR  4   CH  4   NT  Eb--      1+95/96
BA   10   CR         0   TR  4   CH  4   NT  Eb--      1+95/96
BA   10   CR         0   TR  4   CH  4   NT  Eb--      1+95/96
BA   10   CR         2   TR  4   CH  4   NT  C-        5+95/96
BA   10   CR         2   TR  4   CH  4   NT  C--       5+95/96
BA   10   CR         2   TR  4   CH  4   NT  C--       5+95/96
BA   10   CR         2   TR  4   CH  4   NT  C--       5+95/96

BA   11   CR         0   TR  2   CH  2   NT  D--         71/96

BA   12   CR         0   TR  2   CH  2   NT  D--         71/96

BA   13   CR         0   TR  2   CH  2   NT  D--         71/96

BA   14   CR         0   TR  2   CH  2   NT  D--         71/96
BA   14   CR         0   TR  3   CH  3   NT  G--       1+95/96   von=69
BA   14   CR         0   TR  3   CH  3   NT  G--       1+95/96
BA   14   CR         0   TR  4   CH  4   NT  G--       1+95/96
BA   14   CR         0   TR  4   CH  4   NT  G---      1+95/96
BA   14   CR         2   TR  3   CH  3   NT  F#--        95/96
BA   14   CR         2   TR  3   CH  3   NT  F#--        95/96
BA   14   CR         2   TR  4   CH  4   NT  F#--        95/96
BA   14   CR         2   TR  4   CH  4   NT  F#---       95/96
BA   14   CR         3   TR  3   CH  3   NT  G#--        95/96
BA   14   CR         3   TR  3   CH  3   NT  G#--        95/96
BA   14   CR         3   TR  4   CH  4   NT  G#--        95/96
BA   14   CR         3   TR  4   CH  4   NT  G#---       95/96

BA   15   CR         0   TR  2   CH  2   NT  D--         71/96
BA   15   CR         0   TR  3   CH  3   NT  G--       1+95/96
BA   15   CR         0   TR  3   CH  3   NT  G--       1+95/96
BA   15   CR         0   TR  4   CH  4   NT  G--       1+95/96
BA   15   CR         0   TR  4   CH  4   NT  G---      1+95/96
BA   15   CR         2   TR  3   CH  3   NT  C-        2+95/96   von=68
BA   15   CR         2   TR  3   CH  3   NT  C-        2+95/96
