
BA    1   CR         0   TR  0   CH 16   Tempo 170
BA    1   CR         0   TR  0   CH 16   Text type 3: ""
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 5, crotchets/32ndnote 98
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Piste 1"
BA    1   CR         0   TR  6   CH 11   ST &BA &65 &00
BA    1   CR         0   TR  6   CH 11   ST &BA &06 &0C
BA    1   CR         0   TR  6   CH 11   ST &EA &00 &40
BA    1   CR         0   TR  6   CH 11   ST &BA &65 &00
BA    1   CR         0   TR  6   CH 11   ST &BA &64 &01
BA    1   CR         0   TR  6   CH 11   ST &BA &06 &40
BA    1   CR         0   TR  6   CH 11   ST &BA &26 &00
BA    1   CR         0   TR  6   CH 11   ST &BA &65 &7F
BA    1   CR         0   TR  6   CH 11   ST &BA &64 &7F
BA    1   CR         0   TR  6   CH  9   ST &B8 &64 &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &65 &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &06 &0C
BA    1   CR         0   TR  6   CH  9   ST &E8 &00 &40
BA    1   CR         0   TR  6   CH  9   ST &B8 &65 &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &64 &01
BA    1   CR         0   TR  6   CH  9   ST &B8 &06 &40
BA    1   CR         0   TR  6   CH  9   ST &B8 &26 &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &65 &7F
BA    1   CR         0   TR  6   CH  9   ST &B8 &64 &7F
BA    1   CR         0   TR  6   CH 11   ST &BA &65 &00
BA    1   CR         0   TR  6   CH 11   ST &BA &64 &02
BA    1   CR         0   TR  6   CH 11   ST &BA &06 &40
BA    1   CR         0   TR  6   CH 11   ST &BA &65 &7F
BA    1   CR         0   TR  6   CH 11   ST &BA &64 &7F
BA    1   CR         0   TR  6   CH  9   ST &B8 &65 &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &64 &02
BA    1   CR         0   TR  6   CH  9   ST &B8 &06 &40
BA    1   CR         0   TR  6   CH  9   ST &B8 &65 &7F
BA    1   CR         0   TR  6   CH  9   ST &B8 &64 &7F
BA    1   CR         0   TR  6   CH 11   Instrument 1
BA    1   CR         0   TR  6   CH  9   Instrument 1
BA    1   CR         0   TR  6   CH 11   ST &BA &00 &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &00 &00
BA    1   CR         0   TR  6   CH 11   Channel volume 104
BA    1   CR         0   TR  6   CH  9   Channel volume 104
BA    1   CR         0   TR  6   CH 11   ST &BA &0A &50
BA    1   CR         0   TR  6   CH  9   ST &B8 &0A &50
BA    1   CR         0   TR  6   CH 11   ST &BA &5D &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &5D &00
BA    1   CR         0   TR  6   CH 11   ST &BA &5B &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &5B &00
BA    1   CR         0   TR  6   CH 11   ST &BA &5C &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &5C &00
BA    1   CR         0   TR  6   CH 11   ST &BA &5F &00
BA    1   CR         0   TR  6   CH  9   ST &B8 &5F &00
BA    1   CR         0   TR  7   CH 16   Text type 3: "Piste 7"
BA    1   CR         0   TR  7   CH 13   ST &BC &64 &00
BA    1   CR         0   TR  7   CH 13   ST &BC &65 &00
BA    1   CR         0   TR  7   CH 13   ST &BC &06 &0C
BA    1   CR         0   TR  7   CH 13   ST &EC &00 &40
BA    1   CR         0   TR  7   CH 13   ST &BC &65 &00
BA    1   CR         0   TR  7   CH 13   ST &BC &64 &01
BA    1   CR         0   TR  7   CH 13   ST &BC &06 &40
BA    1   CR         0   TR  7   CH 13   ST &BC &26 &00
BA    1   CR         0   TR  7   CH 13   ST &BC &65 &7F
BA    1   CR         0   TR  7   CH 13   ST &BC &64 &7F
BA    1   CR         0   TR  7   CH 12   ST &BB &64 &00
BA    1   CR         0   TR  7   CH 12   ST &BB &65 &00
BA    1   CR         0   TR  7   CH 12   ST &BB &06 &0C
BA    1   CR         0   TR  7   CH 12   ST &EB &00 &40
BA    1   CR         0   TR  7   CH 12   ST &BB &65 &00
BA    1   CR         0   TR  7   CH 12   ST &BB &64 &01
BA    1   CR         0   TR  7   CH 12   ST &BB &06 &40
BA    1   CR         0   TR  7   CH 12   ST &BB &26 &00
BA    1   CR         0   TR  7   CH 12   ST &BB &65 &7F
BA    1   CR         0   TR  7   CH 12   ST &BB &64 &7F
BA    1   CR         0   TR  7   CH 13   ST &BC &65 &00
BA    1   CR         0   TR  7   CH 13   ST &BC &64 &02
BA    1   CR         0   TR  7   CH 13   ST &BC &06 &40
BA    1   CR         0   TR  7   CH 13   ST &BC &65 &7F
BA    1   CR         0   TR  7   CH 13   ST &BC &64 &7F
BA    1   CR         0   TR  7   CH 12   ST &BB &65 &00
BA    1   CR         0   TR  7   CH 12   ST &BB &64 &02
BA    1   CR         0   TR  7   CH 12   ST &BB &06 &40
BA    1   CR         0   TR  7   CH 12   ST &BB &65 &7F
BA    1   CR         0   TR  7   CH 12   ST &BB &64 &7F
BA    1   CR         0   TR  7   CH 13   Instrument 83
BA    1   CR         0   TR  7   CH 12   Instrument 83
BA    1   CR         0   TR  7   CH 13   ST &BC &00 &00
BA    1   CR         0   TR  7   CH 12   ST &BB &00 &00
BA    1   CR         0   TR  7   CH 13   Channel volume 104
BA    1   CR         0   TR  7   CH 12   Channel volume 104
BA    1   CR         0   TR  7   CH 13   ST &BC &0A &60
BA    1   CR         0   TR  7   CH 12   ST &BB &0A &60
BA    1   CR         0   TR  7   CH 13   ST &BC &5D &00
BA    1   CR         0   TR  7   CH 12   ST &BB &5D &00
BA    1   CR         0   TR  7   CH 13   ST &BC &5B &48
BA    1   CR         0   TR  7   CH 12   ST &BB &5B &48
BA    1   CR         0   TR  7   CH 13   ST &BC &5C &00
BA    1   CR         0   TR  7   CH 12   ST &BB &5C &00
BA    1   CR         0   TR  7   CH 13   ST &BC &5F &00
BA    1   CR         0   TR  7   CH 12   ST &BB &5F &00
BA    1   CR         0   TR  8   CH 16   Text type 3: "Piste 8"
BA    1   CR         0   TR  8   CH 15   ST &BE &64 &00
BA    1   CR         0   TR  8   CH 15   ST &BE &65 &00
BA    1   CR         0   TR  8   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR  8   CH 15   ST &EE &00 &40
BA    1   CR         0   TR  8   CH 15   ST &BE &65 &00
BA    1   CR         0   TR  8   CH 15   ST &BE &64 &01
BA    1   CR         0   TR  8   CH 15   ST &BE &06 &40
BA    1   CR         0   TR  8   CH 15   ST &BE &26 &00
BA    1   CR         0   TR  8   CH 15   ST &BE &65 &7F
BA    1   CR         0   TR  8   CH 15   ST &BE &64 &7F
BA    1   CR         0   TR  8   CH 14   ST &BD &64 &00
BA    1   CR         0   TR  8   CH 14   ST &BD &65 &00
BA    1   CR         0   TR  8   CH 14   ST &BD &06 &0C
BA    1   CR         0   TR  8   CH 14   ST &ED &00 &40
BA    1   CR         0   TR  8   CH 14   ST &BD &65 &00
BA    1   CR         0   TR  8   CH 14   ST &BD &64 &01
BA    1   CR         0   TR  8   CH 14   ST &BD &06 &40
BA    1   CR         0   TR  8   CH 14   ST &BD &26 &00
BA    1   CR         0   TR  8   CH 14   ST &BD &65 &7F
BA    1   CR         0   TR  8   CH 14   ST &BD &64 &7F
BA    1   CR         0   TR  8   CH 15   ST &BE &65 &00
BA    1   CR         0   TR  8   CH 15   ST &BE &64 &02
BA    1   CR         0   TR  8   CH 15   ST &BE &06 &40
BA    1   CR         0   TR  8   CH 15   ST &BE &65 &7F
BA    1   CR         0   TR  8   CH 15   ST &BE &64 &7F
BA    1   CR         0   TR  8   CH 14   ST &BD &65 &00
BA    1   CR         0   TR  8   CH 14   ST &BD &64 &02
BA    1   CR         0   TR  8   CH 14   ST &BD &06 &40
BA    1   CR         0   TR  8   CH 14   ST &BD &65 &7F
BA    1   CR         0   TR  8   CH 14   ST &BD &64 &7F
BA    1   CR         0   TR  8   CH 15   Instrument 79
BA    1   CR         0   TR  8   CH 14   Instrument 79
BA    1   CR         0   TR  8   CH 15   ST &BE &00 &00
BA    1   CR         0   TR  8   CH 14   ST &BD &00 &00
BA    1   CR         0   TR  8   CH 15   Channel volume 56
BA    1   CR         0   TR  8   CH 14   Channel volume 56
BA    1   CR         0   TR  8   CH 15   ST &BE &0A &58
BA    1   CR         0   TR  8   CH 14   ST &BD &0A &58
BA    1   CR         0   TR  8   CH 15   ST &BE &5D &00
BA    1   CR         0   TR  8   CH 14   ST &BD &5D &00
BA    1   CR         0   TR  8   CH 15   ST &BE &5B &00
BA    1   CR         0   TR  8   CH 14   ST &BD &5B &00
BA    1   CR         0   TR  8   CH 15   ST &BE &5C &00
BA    1   CR         0   TR  8   CH 14   ST &BD &5C &00
BA    1   CR         0   TR  8   CH 15   ST &BE &5F &00
BA    1   CR         0   TR  8   CH 14   ST &BD &5F &00
BA    1   CR         2   TR  1   CH  1   Channel volume 18
BA    1   CR         2   TR  1   CH  2   Channel volume 18
BA    1   CR         2   TR  1   CH  1   NT  Bb              2   von=95   voff=80
BA    1   CR         2   TR  1   CH  1   NT  F#              2   voff=80
BA    1   CR         2   TR  1   CH  1   NT  D               2   voff=80
BA    1   CR         2   TR  1   CH  1   NT  Bb-             2   voff=80
BA    1   CR         2   TR  1   CH  1   NT  D               2   voff=80
BA    1   CR     2+1/4   TR  1   CH  1   Channel volume 37
BA    1   CR     2+1/4   TR  1   CH  2   Channel volume 37
BA    1   CR     2+1/2   TR  1   CH  1   Channel volume 55
BA    1   CR     2+1/2   TR  1   CH  2   Channel volume 55
BA    1   CR     2+3/4   TR  1   CH  1   Channel volume 73
BA    1   CR     2+3/4   TR  1   CH  2   Channel volume 73
BA    1   CR         3   TR  1   CH  1   Channel volume 91
BA    1   CR         3   TR  1   CH  2   Channel volume 91
BA    1   CR     3+1/4   TR  1   CH  1   Channel volume 110
BA    1   CR     3+1/4   TR  1   CH  2   Channel volume 110
BA    1   CR     3+1/2   TR  1   CH  1   Channel volume 127
BA    1   CR     3+1/2   TR  1   CH  2   Channel volume 127

BA    2   CR         0   TR  1   CH  1   Channel volume 126
BA    2   CR         0   TR  1   CH  2   Channel volume 126
BA    2   CR         0   TR  1   CH  1   NT  Bb             16   voff=80
BA    2   CR         0   TR  1   CH  1   NT  F#             16   voff=80
BA    2   CR         0   TR  1   CH  1   NT  D              16   voff=80
BA    2   CR         0   TR  1   CH  1   NT  Bb-            16   voff=80
BA    2   CR         0   TR  1   CH  1   NT  D              16   voff=80
BA    2   CR         0   TR  2   CH  3   NT  E-            1/4   von=95   voff=80
BA    2   CR         0   TR  2   CH  3   NT  E--           1/4   voff=80
BA    2   CR         0   TR  4   CH 10   NT  C#-           1/4   von=95   voff=80
BA    2   CR         0   TR  4   CH 10   NT  B---          1/4   voff=80
BA    2   CR       1/4   TR  1   CH  1   Channel volume 124
BA    2   CR       1/4   TR  1   CH  2   Channel volume 124
BA    2   CR       1/4   TR  4   CH 10   NT  F#--          1/4   voff=80
BA    2   CR       1/4   TR  4   CH 10   NT  C--           1/4   voff=80
BA    2   CR       1/2   TR  1   CH  1   Channel volume 122
BA    2   CR       1/2   TR  1   CH  2   Channel volume 122
BA    2   CR       1/2   TR  2   CH  3   NT  G#--          1/4   voff=80
BA    2   CR       1/2   TR  2   CH  3   NT  G#-           1/4   voff=80
BA    2   CR       1/2   TR  4   CH 10   NT  Bb--          1/4   voff=80
BA    2   CR       1/2   TR  4   CH 10   NT  B---          1/4   voff=80
BA    2   CR       3/4   TR  1   CH  1   Channel volume 120
BA    2   CR       3/4   TR  1   CH  2   Channel volume 120
BA    2   CR       3/4   TR  4   CH 10   NT  F#--          1/4   voff=80
BA    2   CR       3/4   TR  4   CH 10   NT  C--           1/4   voff=80
BA    2   CR         1   TR  1   CH  1   Channel volume 118
BA    2   CR         1   TR  1   CH  2   Channel volume 118
BA    2   CR         1   TR  2   CH  3   NT  Bb--          1/4   voff=80
BA    2   CR         1   TR  2   CH  3   NT  Bb-           1/4   voff=80
BA    2   CR         1   TR  4   CH 10   NT  F#--          1/4   voff=80
BA    2   CR         1   TR  4   CH 10   NT  D--           1/4   voff=80
BA    2   CR     1+1/4   TR  1   CH  1   Channel volume 116
BA    2   CR     1+1/4   TR  1   CH  2   Channel volume 116
BA    2   CR     1+1/4   TR  4   CH 10   NT  Bb--          1/4   voff=80
BA    2   CR     1+1/4   TR  4   CH 10   NT  C--           1/4   voff=80
BA    2   CR     1+1/2   TR  1   CH  1   Channel volume 114
BA    2   CR     1+1/2   TR  1   CH  2   Channel volume 114
BA    2   CR     1+1/2   TR  2   CH  3   NT  E-            1/4   voff=80
BA    2   CR     1+1/2   TR  2   CH  3   NT  E--           1/4   voff=80
BA    2   CR     1+1/2   TR  4   CH 10   NT  F#--          1/4   voff=80
BA    2   CR     1+1/2   TR  4   CH 10   NT  B---          1/4   voff=80
BA    2   CR     1+3/4   TR  1   CH  1   Channel volume 112
BA    2   CR     1+3/4   TR  1   CH  2   Channel volume 112
BA    2   CR     1+3/4   TR  4   CH 10   NT  F#--          1/4   voff=80
BA    2   CR     1+3/4   TR  4   CH 10   NT  B---          1/4   voff=80
BA    2   CR         2   TR  1   CH  1   Channel volume 111
BA    2   CR         2   TR  1   CH  2   Channel volume 111
BA    2   CR         2   TR  2   CH  3   NT  G#--          1/4   voff=80
BA    2   CR         2   TR  2   CH  3   NT  G#-           1/4   voff=80
BA    2   CR         2   TR  3   CH  6   ST &E5 &00 &40
BA    2   CR         2   TR  3   CH  6   NT  C'              2   von=95   voff=80
BA    2   CR         2   TR  4   CH 10   NT  Bb--          1/4   voff=80
BA    2   CR         2   TR  4   CH 10   NT  C--           1/4   voff=80
BA    2   CR   2+1/120   TR  3   CH  6   ST &E5 &00 &40
BA    2   CR   2+3/160   TR  3   CH  6   ST &E5 &00 &40
BA    2   CR  2+13/480   TR  3   CH  6   ST &E5 &00 &40
BA    2   CR    2+3/80   TR  3   CH  6   ST &E5 &00 &40
BA    2   CR  2+11/240   TR  3   CH  6   ST &E5 &00 &40
BA    2   CR   2+9/160   TR  3   CH  6   ST &E5 &00 &40
BA    2   CR  2+31/480   TR  3   CH  6   ST &E5 &00 &40
