
BA    1   CR         0   TR  0   CH 16   Text type 3: "untitled"
BA    1   CR         0   TR  0   CH 16   Text type 1: "r B"
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Key C major
BA    3   CR       1/2   TR  0   CH  2   NT  F#            1/2
BA    3   CR       1/2   TR  0   CH  5   NT  F#            1/4
BA    3   CR       3/4   TR  0   CH  5   NT  C#'           1/4
BA    3   CR         1   TR  0   CH  1   NT  F#            1/2
BA    3   CR         1   TR  0   CH  2   NT  F#            1/2
BA    3   CR         1   TR  0   CH  5   NT  F#            1/4
BA    3   CR     1+1/4   TR  0   CH  5   NT  C#'           1/4
BA    3   CR     1+1/2   TR  0   CH  1   NT  F#            1/2
BA    3   CR     1+1/2   TR  0   CH  1   NT  F#'         1+1/2
BA    3   CR     1+1/2   TR  0   CH  2   NT  F#            1/2
BA    3   CR     1+1/2   TR  0   CH  4   NT  F#''        1+1/2
BA    3   CR     1+1/2   TR  0   CH  5   NT  F#            1/4
BA    3   CR     1+3/4   TR  0   CH  5   NT  C#'           1/4
BA    3   CR         2   TR  0   CH  1   NT  F#            1/2
BA    3   CR         2   TR  0   CH  2   NT  F#            1/2
BA    3   CR         2   TR  0   CH  3   NT  F#            1/8
BA    3   CR         2   TR  0   CH  5   NT  F#            1/4
BA    3   CR     2+1/4   TR  0   CH  5   NT  C#'           1/4
BA    3   CR     2+1/2   TR  0   CH  1   NT  F#            1/2
BA    3   CR     2+1/2   TR  0   CH  2   NT  F#            1/2
BA    3   CR     2+1/2   TR  0   CH  5   NT  F#            1/4
BA    3   CR     2+3/4   TR  0   CH  5   NT  C#'           1/4
BA    3   CR         3   TR  0   CH  1   NT  F#            1/2
BA    3   CR         3   TR  0   CH  1   NT  A               1
BA    3   CR         3   TR  0   CH  2   NT  F#            1/2
BA    3   CR         3   TR  0   CH  4   NT  A'              1
BA    3   CR         3   TR  0   CH  5   NT  F#            1/4
BA    3   CR     3+1/4   TR  0   CH  5   NT  C#'           1/4
BA    3   CR     3+1/2   TR  0   CH  1   NT  F#            1/2
BA    3   CR     3+1/2   TR  0   CH  2   NT  F#            1/2
BA    3   CR     3+1/2   TR  0   CH  5   NT  F#            1/4
BA    3   CR     3+3/4   TR  0   CH  5   NT  C#'           1/4

BA    4   CR         0   TR  0   CH  1   NT  E             1/2
BA    4   CR         0   TR  0   CH  1   NT  A               2
BA    4   CR         0   TR  0   CH  2   NT  E             1/2
BA    4   CR         0   TR  0   CH  3   NT  E             1/8
BA    4   CR         0   TR  0   CH  4   NT  A'              2
BA    4   CR         0   TR  0   CH  5   NT  E             1/4
BA    4   CR         0   TR  0   CH  6   NT  E               4
BA    4   CR       1/4   TR  0   CH  5   NT  B             1/4
BA    4   CR       1/2   TR  0   CH  1   NT  E             1/2
BA    4   CR       1/2   TR  0   CH  2   NT  E             1/2
BA    4   CR       1/2   TR  0   CH  5   NT  E             1/4
BA    4   CR       3/4   TR  0   CH  5   NT  B             1/4
BA    4   CR         1   TR  0   CH  1   NT  E             1/2
BA    4   CR         1   TR  0   CH  2   NT  E             1/2
BA    4   CR         1   TR  0   CH  5   NT  E             1/4
BA    4   CR     1+1/4   TR  0   CH  5   NT  B             1/4
BA    4   CR     1+1/2   TR  0   CH  1   NT  E             1/2
BA    4   CR     1+1/2   TR  0   CH  2   NT  E             1/2
BA    4   CR     1+1/2   TR  0   CH  5   NT  E             1/4
BA    4   CR     1+3/4   TR  0   CH  5   NT  B             1/4
BA    4   CR         2   TR  0   CH  1   NT  E             1/2
BA    4   CR         2   TR  0   CH  1   NT  B               2
BA    4   CR         2   TR  0   CH  2   NT  E             1/2
BA    4   CR         2   TR  0   CH  3   NT  E             1/8
BA    4   CR         2   TR  0   CH  4   NT  B'              2
BA    4   CR         2   TR  0   CH  5   NT  E             1/4
BA    4   CR     2+1/4   TR  0   CH  5   NT  B             1/4
BA    4   CR     2+1/2   TR  0   CH  1   NT  E             1/2
BA    4   CR     2+1/2   TR  0   CH  2   NT  E             1/2
BA    4   CR     2+1/2   TR  0   CH  5   NT  E             1/4
BA    4   CR     2+3/4   TR  0   CH  5   NT  B             1/4
BA    4   CR         3   TR  0   CH  1   NT  E             1/2
BA    4   CR         3   TR  0   CH  2   NT  E             1/2
BA    4   CR         3   TR  0   CH  5   NT  E             1/4
BA    4   CR     3+1/4   TR  0   CH  5   NT  B             1/4
BA    4   CR     3+1/2   TR  0   CH  1   NT  E             1/2
BA    4   CR     3+1/2   TR  0   CH  2   NT  E             1/2
BA    4   CR     3+1/2   TR  0   CH  5   NT  E             1/4
BA    4   CR     3+3/4   TR  0   CH  5   NT  B             1/4

BA    5   CR         0   TR  0   CH  1   NT  F#            1/2
BA    5   CR         0   TR  0   CH  1   NT  C#'             2
BA    5   CR         0   TR  0   CH  2   NT  F#            1/2
BA    5   CR         0   TR  0   CH  3   NT  F#            1/8
BA    5   CR         0   TR  0   CH  4   NT  C#''            2
BA    5   CR         0   TR  0   CH  5   NT  F#            1/4
BA    5   CR         0   TR  0   CH  6   NT  F#              4
BA    5   CR       1/4   TR  0   CH  5   NT  C#'           1/4
BA    5   CR       1/2   TR  0   CH  1   NT  F#            1/2
BA    5   CR       1/2   TR  0   CH  2   NT  F#            1/2
BA    5   CR       1/2   TR  0   CH  5   NT  F#            1/4
BA    5   CR       3/4   TR  0   CH  5   NT  C#'           1/4
BA    5   CR         1   TR  0   CH  1   NT  F#            1/2
BA    5   CR         1   TR  0   CH  2   NT  F#            1/2
BA    5   CR         1   TR  0   CH  5   NT  F#            1/4
BA    5   CR     1+1/4   TR  0   CH  5   NT  C#'           1/4
BA    5   CR     1+1/2   TR  0   CH  1   NT  F#            1/2
BA    5   CR     1+1/2   TR  0   CH  2   NT  F#            1/2
BA    5   CR     1+1/2   TR  0   CH  5   NT  F#            1/4
BA    5   CR     1+3/4   TR  0   CH  5   NT  C#'           1/4
BA    5   CR         2   TR  0   CH  1   NT  F#            1/2
BA    5   CR         2   TR  0   CH  1   NT  C#'           1/2
BA    5   CR         2   TR  0   CH  2   NT  F#            1/2
BA    5   CR         2   TR  0   CH  3   NT  F#            1/8
BA    5   CR         2   TR  0   CH  4   NT  C#''          1/2
BA    5   CR         2   TR  0   CH  5   NT  F#            1/4
BA    5   CR     2+1/4   TR  0   CH  5   NT  C#'           1/4
BA    5   CR     2+1/2   TR  0   CH  1   NT  F#            1/2
BA    5   CR     2+1/2   TR  0   CH  1   NT  B             1/2
BA    5   CR     2+1/2   TR  0   CH  2   NT  F#            1/2
BA    5   CR     2+1/2   TR  0   CH  4   NT  B'            1/2
BA    5   CR     2+1/2   TR  0   CH  5   NT  F#            1/4
BA    5   CR     2+3/4   TR  0   CH  5   NT  C#'           1/4
BA    5   CR         3   TR  0   CH  1   NT  F#            1/2
BA    5   CR         3   TR  0   CH  1   NT  A             1/2
BA    5   CR         3   TR  0   CH  2   NT  F#            1/2
BA    5   CR         3   TR  0   CH  4   NT  A'            1/2
BA    5   CR         3   TR  0   CH  5   NT  F#            1/4
BA    5   CR     3+1/4   TR  0   CH  5   NT  C#'           1/4
BA    5   CR     3+1/2   TR  0   CH  1   NT  F#            1/2
BA    5   CR     3+1/2   TR  0   CH  1   NT  B             1/2
BA    5   CR     3+1/2   TR  0   CH  2   NT  F#            1/2
BA    5   CR     3+1/2   TR  0   CH  4   NT  B'            1/2
BA    5   CR     3+1/2   TR  0   CH  5   NT  F#            1/4
BA    5   CR     3+3/4   TR  0   CH  5   NT  C#'           1/4

BA    6   CR         0   TR  0   CH  1   NT  E             1/2
BA    6   CR         0   TR  0   CH  1   NT  C#'             2
BA    6   CR         0   TR  0   CH  2   NT  E             1/2
BA    6   CR         0   TR  0   CH  3   NT  E             1/8
BA    6   CR         0   TR  0   CH  4   NT  C#''            2
BA    6   CR         0   TR  0   CH  5   NT  E             1/4
BA    6   CR         0   TR  0   CH  6   NT  E               4
BA    6   CR       1/4   TR  0   CH  5   NT  B             1/4
BA    6   CR       1/2   TR  0   CH  1   NT  E             1/2
BA    6   CR       1/2   TR  0   CH  2   NT  E             1/2
BA    6   CR       1/2   TR  0   CH  5   NT  E             1/4
BA    6   CR       3/4   TR  0   CH  5   NT  B             1/4
BA    6   CR         1   TR  0   CH  1   NT  E             1/2
BA    6   CR         1   TR  0   CH  2   NT  E             1/2
BA    6   CR         1   TR  0   CH  5   NT  E             1/4
BA    6   CR     1+1/4   TR  0   CH  5   NT  B             1/4
BA    6   CR     1+1/2   TR  0   CH  1   NT  E             1/2
BA    6   CR     1+1/2   TR  0   CH  2   NT  E             1/2
BA    6   CR     1+1/2   TR  0   CH  5   NT  E             1/4
BA    6   CR     1+3/4   TR  0   CH  5   NT  B             1/4
BA    6   CR         2   TR  0   CH  1   NT  E             1/2
BA    6   CR         2   TR  0   CH  1   NT  C#'           1/2
BA    6   CR         2   TR  0   CH  2   NT  E             1/2
BA    6   CR         2   TR  0   CH  3   NT  E             1/8
BA    6   CR         2   TR  0   CH  4   NT  C#''          1/2
BA    6   CR         2   TR  0   CH  5   NT  E             1/4
BA    6   CR     2+1/4   TR  0   CH  5   NT  B             1/4
BA    6   CR     2+1/2   TR  0   CH  1   NT  E             1/2
BA    6   CR     2+1/2   TR  0   CH  1   NT  B             1/2
BA    6   CR     2+1/2   TR  0   CH  2   NT  E             1/2
BA    6   CR     2+1/2   TR  0   CH  4   NT  B'            1/2
BA    6   CR     2+1/2   TR  0   CH  5   NT  E             1/4
BA    6   CR     2+3/4   TR  0   CH  5   NT  B             1/4
BA    6   CR         3   TR  0   CH  1   NT  E             1/2
BA    6   CR         3   TR  0   CH  1   NT  A             1/2
BA    6   CR         3   TR  0   CH  2   NT  E             1/2
BA    6   CR         3   TR  0   CH  4   NT  A'            1/2
BA    6   CR         3   TR  0   CH  5   NT  E             1/4
BA    6   CR     3+1/4   TR  0   CH  5   NT  B             1/4
BA    6   CR     3+1/2   TR  0   CH  1   NT  E             1/2
BA    6   CR     3+1/2   TR  0   CH  1   NT  B             1/2
BA    6   CR     3+1/2   TR  0   CH  2   NT  E             1/2
BA    6   CR     3+1/2   TR  0   CH  4   NT  B'            1/2
BA    6   CR     3+1/2   TR  0   CH  5   NT  E             1/4
BA    6   CR     3+3/4   TR  0   CH  5   NT  B             1/4

BA    7   CR         0   TR  0   CH  1   NT  A-            1/2
BA    7   CR         0   TR  0   CH  1   NT  C#'           1/2
BA    7   CR         0   TR  0   CH  2   NT  A-            1/2
BA    7   CR         0   TR  0   CH  3   NT  A-            1/8
BA    7   CR         0   TR  0   CH  4   NT  C#''          1/2
BA    7   CR         0   TR  0   CH  5   NT  A-            1/4
BA    7   CR         0   TR  0   CH  6   NT  A-              2
BA    7   CR       1/4   TR  0   CH  5   NT  C#            1/4
BA    7   CR       1/2   TR  0   CH  1   NT  A-            1/2
BA    7   CR       1/2   TR  0   CH  1   NT  D'            1/2
BA    7   CR       1/2   TR  0   CH  2   NT  A-            1/2
BA    7   CR       1/2   TR  0   CH  4   NT  D''           1/2
BA    7   CR       1/2   TR  0   CH  5   NT  A-            1/4
BA    7   CR       3/4   TR  0   CH  5   NT  C#            1/4
BA    7   CR         1   TR  0   CH  1   NT  A-            1/2
BA    7   CR         1   TR  0   CH  1   NT  E'            1/2
BA    7   CR         1   TR  0   CH  2   NT  A-            1/2
BA    7   CR         1   TR  0   CH  4   NT  E''           1/2
BA    7   CR         1   TR  0   CH  5   NT  A-            1/4
BA    7   CR     1+1/4   TR  0   CH  5   NT  C#            1/4
BA    7   CR     1+1/2   TR  0   CH  1   NT  A-            1/2
BA    7   CR     1+1/2   TR  0   CH  1   NT  A             1/2
BA    7   CR     1+1/2   TR  0   CH  2   NT  A-            1/2
BA    7   CR     1+1/2   TR  0   CH  4   NT  A'            1/2
BA    7   CR     1+1/2   TR  0   CH  5   NT  A-            1/4
BA    7   CR     1+3/4   TR  0   CH  5   NT  C#            1/4
BA    7   CR         2   TR  0   CH  1   NT  D             1/2
BA    7   CR         2   TR  0   CH  1   NT  F#'           3/4
BA    7   CR         2   TR  0   CH  2   NT  D             1/2
BA    7   CR         2   TR  0   CH  3   NT  D             1/8
BA    7   CR         2   TR  0   CH  4   NT  F#''          1/2
BA    7   CR         2   TR  0   CH  5   NT  D             1/4
BA    7   CR         2   TR  0   CH  6   NT  D               2
BA    7   CR     2+1/4   TR  0   CH  5   NT  F#            1/4
BA    7   CR     2+1/2   TR  0   CH  1   NT  D             1/2
BA    7   CR     2+1/2   TR  0   CH  2   NT  D             1/2
BA    7   CR     2+1/2   TR  0   CH  5   NT  D             1/4
BA    7   CR     2+3/4   TR  0   CH  1   NT  G#'           1/4
BA    7   CR     2+3/4   TR  0   CH  4   NT  G#''          1/4
BA    7   CR     2+3/4   TR  0   CH  5   NT  F#            1/4
BA    7   CR         3   TR  0   CH  1   NT  D             1/2
BA    7   CR         3   TR  0   CH  2   NT  D             1/2
BA    7   CR         3   TR  0   CH  5   NT  D             1/4
BA    7   CR     3+1/4   TR  0   CH  1   NT  A'            1/2
BA    7   CR     3+1/4   TR  0   CH  4   NT  A''           1/4
BA    7   CR     3+1/4   TR  0   CH  5   NT  F#            1/4
BA    7   CR     3+1/2   TR  0   CH  1   NT  D             1/2
BA    7   CR     3+1/2   TR  0   CH  2   NT  D             1/2
BA    7   CR     3+1/2   TR  0   CH  5   NT  D             1/4
BA    7   CR     3+3/4   TR  0   CH  5   NT  F#            1/4

BA    8   CR         0   TR  0   CH  1   NT  E             1/2
BA    8   CR         0   TR  0   CH  1   NT  A'              2
BA    8   CR         0   TR  0   CH  2   NT  E             1/2
BA    8   CR         0   TR  0   CH  3   NT  E             1/8
BA    8   CR         0   TR  0   CH  4   NT  A''             2
BA    8   CR         0   TR  0   CH  5   NT  E             1/8
BA    8   CR         0   TR  0   CH  6   NT  E               4
BA    8   CR       1/8   TR  0   CH  5   NT  A             1/8
BA    8   CR       1/4   TR  0   CH  5   NT  E             1/8
BA    8   CR       3/8   TR  0   CH  5   NT  A             1/8
BA    8   CR       1/2   TR  0   CH  1   NT  E             1/2
BA    8   CR       1/2   TR  0   CH  2   NT  E             1/2
BA    8   CR       1/2   TR  0   CH  5   NT  E             1/8
BA    8   CR       5/8   TR  0   CH  5   NT  A             1/8
BA    8   CR       3/4   TR  0   CH  5   NT  E             1/8
BA    8   CR       7/8   TR  0   CH  5   NT  A             1/8
BA    8   CR         1   TR  0   CH  1   NT  E             1/2
BA    8   CR         1   TR  0   CH  2   NT  E             1/2
BA    8   CR         1   TR  0   CH  5   NT  E             1/8
BA    8   CR     1+1/8   TR  0   CH  5   NT  A             1/8
BA    8   CR     1+1/4   TR  0   CH  5   NT  E             1/8
BA    8   CR     1+3/8   TR  0   CH  5   NT  A             1/8
BA    8   CR     1+1/2   TR  0   CH  1   NT  E             1/2
BA    8   CR     1+1/2   TR  0   CH  2   NT  E             1/2
BA    8   CR     1+1/2   TR  0   CH  5   NT  E             1/8
BA    8   CR     1+5/8   TR  0   CH  5   NT  A             1/8
BA    8   CR     1+3/4   TR  0   CH  5   NT  E             1/8
BA    8   CR     1+7/8   TR  0   CH  5   NT  A             1/8
BA    8   CR         2   TR  0   CH  1   NT  E             1/2
BA    8   CR         2   TR  0   CH  1   NT  G#'             2
BA    8   CR         2   TR  0   CH  2   NT  E             1/2
BA    8   CR         2   TR  0   CH  3   NT  E             1/8
BA    8   CR         2   TR  0   CH  4   NT  G#''            2
BA    8   CR         2   TR  0   CH  5   NT  E             1/8
BA    8   CR     2+1/8   TR  0   CH  5   NT  A             1/8
BA    8   CR     2+1/4   TR  0   CH  5   NT  E             1/8
BA    8   CR     2+3/8   TR  0   CH  5   NT  A             1/8
BA    8   CR     2+1/2   TR  0   CH  1   NT  E             1/2
BA    8   CR     2+1/2   TR  0   CH  2   NT  E             1/2
BA    8   CR     2+1/2   TR  0   CH  5   NT  E             1/8
BA    8   CR     2+5/8   TR  0   CH  5   NT  A             1/8
BA    8   CR     2+3/4   TR  0   CH  5   NT  E             1/8
BA    8   CR     2+7/8   TR  0   CH  5   NT  A             1/8
BA    8   CR         3   TR  0   CH  1   NT  E             1/2
BA    8   CR         3   TR  0   CH  2   NT  E             1/2
BA    8   CR         3   TR  0   CH  5   NT  E             1/8
BA    8   CR     3+1/8   TR  0   CH  5   NT  A             1/8
BA    8   CR     3+1/4   TR  0   CH  5   NT  E             1/8
BA    8   CR     3+3/8   TR  0   CH  5   NT  A             1/8
BA    8   CR     3+1/2   TR  0   CH  1   NT  E             1/2
BA    8   CR     3+1/2   TR  0   CH  2   NT  E             1/2
BA    8   CR     3+1/2   TR  0   CH  5   NT  E             1/8
BA    8   CR     3+5/8   TR  0   CH  5   NT  A             1/8
BA    8   CR     3+3/4   TR  0   CH  5   NT  E             1/8
BA    8   CR     3+7/8   TR  0   CH  5   NT  A             1/8

BA    9   CR         0   TR  0   CH 16   Tempo 125
BA    9   CR         0   TR  0   CH  1   NT  A               2
BA    9   CR         0   TR  0   CH  1   NT  A''             2
BA    9   CR         0   TR  0   CH  1   NT  A--             2
BA    9   CR         0   TR  0   CH  1   NT  A-            1/2
BA    9   CR         0   TR  0   CH  1   NT  A'              2
BA    9   CR         0   TR  0   CH  2   NT  A--           1/2
BA    9   CR         0   TR  0   CH  2   NT  A-            1/2
BA    9   CR         0   TR  0   CH  3   NT  A--           1/8
BA    9   CR         0   TR  0   CH  3   NT  A-            1/8
BA    9   CR         0   TR  0   CH  4   NT  A''             2
BA    9   CR         0   TR  0   CH  5   NT  A-            1/4
BA    9   CR         0   TR  0   CH  6   NT  A--             2
BA    9   CR         0   TR  0   CH  6   NT  A-              2
BA    9   CR       1/4   TR  0   CH  3   NT  A-            1/8
BA    9   CR       1/4   TR  0   CH  5   NT  C#            1/4
BA    9   CR       3/8   TR  0   CH  3   NT  A-            1/8
BA    9   CR       1/2   TR  0   CH  1   NT  A-            1/2
BA    9   CR       1/2   TR  0   CH  2   NT  A--           1/2
BA    9   CR       1/2   TR  0   CH  2   NT  A-            1/2
BA    9   CR       1/2   TR  0   CH  3   NT  A-            1/8
BA    9   CR       1/2   TR  0   CH  5   NT  A-            1/4
BA    9   CR       3/4   TR  0   CH  3   NT  A-            1/8
BA    9   CR       3/4   TR  0   CH  5   NT  C#            1/4
BA    9   CR       7/8   TR  0   CH  3   NT  A-            1/8
BA    9   CR         1   TR  0   CH  1   NT  A-            1/2
BA    9   CR         1   TR  0   CH  2   NT  A--           1/2
BA    9   CR         1   TR  0   CH  2   NT  A-            1/2
BA    9   CR         1   TR  0   CH  3   NT  A--           1/8
BA    9   CR         1   TR  0   CH  3   NT  A-            1/8
BA    9   CR         1   TR  0   CH  5   NT  A-            1/4
BA    9   CR     1+1/4   TR  0   CH  3   NT  A-            1/8
BA    9   CR     1+1/4   TR  0   CH  5   NT  C#            1/4
BA    9   CR     1+3/8   TR  0   CH  3   NT  A-            1/8
BA    9   CR     1+1/2   TR  0   CH  1   NT  A-            1/2
BA    9   CR     1+1/2   TR  0   CH  2   NT  A--           1/2
BA    9   CR     1+1/2   TR  0   CH  2   NT  A-            1/2
BA    9   CR     1+1/2   TR  0   CH  3   NT  A-            1/8
BA    9   CR     1+1/2   TR  0   CH  5   NT  A-            1/4
BA    9   CR     1+3/4   TR  0   CH  3   NT  A-            1/8
BA    9   CR     1+3/4   TR  0   CH  5   NT  C#            1/4
BA    9   CR     1+7/8   TR  0   CH  3   NT  A-            1/8
BA    9   CR         2   TR  0   CH  1   NT  G#              1
BA    9   CR         2   TR  0   CH  1   NT  G#''            1
BA    9   CR         2   TR  0   CH  1   NT  C#-             1
BA    9   CR         2   TR  0   CH  1   NT  C#            1/2
BA    9   CR         2   TR  0   CH  1   NT  G#'             1
BA    9   CR         2   TR  0   CH  2   NT  C#-           1/2
BA    9   CR         2   TR  0   CH  2   NT  C#            1/2
BA    9   CR         2   TR  0   CH  3   NT  A--           1/8
BA    9   CR         2   TR  0   CH  3   NT  A-            1/8
BA    9   CR         2   TR  0   CH  4   NT  G#''            1
BA    9   CR         2   TR  0   CH  5   NT  A-            1/4
BA    9   CR         2   TR  0   CH  6   NT  C#-             1
BA    9   CR         2   TR  0   CH  6   NT  C#              1
BA    9   CR     2+1/4   TR  0   CH  3   NT  A-            1/8
BA    9   CR     2+1/4   TR  0   CH  5   NT  C#            1/4
BA    9   CR     2+3/8   TR  0   CH  3   NT  A-            1/8
BA    9   CR     2+1/2   TR  0   CH  1   NT  C#            1/2
BA    9   CR     2+1/2   TR  0   CH  2   NT  C#-           1/2
BA    9   CR     2+1/2   TR  0   CH  2   NT  C#            1/2
BA    9   CR     2+1/2   TR  0   CH  3   NT  A-            1/8
BA    9   CR     2+1/2   TR  0   CH  5   NT  A-            1/4
