
BA    1   CR         0   TR  0   CH 16   Tempo 133
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "MIDI Ch. 1"
BA    1   CR         0   TR  5   CH  5   ST &B4 &64 &00
BA    1   CR         0   TR  5   CH  5   ST &B4 &06 &0C
BA    1   CR         0   TR  5   CH  5   ST &B4 &0A &40
BA    1   CR         0   TR  5   CH  5   Channel volume 100
BA    1   CR         0   TR  5   CH  5   ST &E4 &00 &40
BA    1   CR         0   TR  5   CH  5   Instrument 52
BA    1   CR         0   TR  6   CH 16   Text type 3: "MIDI out"
BA    1   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   Instrument 31
BA    1   CR         0   TR  6   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   Instrument 31
BA    1   CR         0   TR  6   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  6   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  6   CH  6   ST &B5 &0A &40
BA    1   CR         0   TR  6   CH  6   Channel volume 100
BA    1   CR         0   TR  6   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  6   CH  6   Instrument 31
BA    1   CR         0   TR  7   CH 16   Text type 3: "MIDI Drums"
BA    1   CR         0   TR  7   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  7   CH 10   Channel volume 100
BA    1   CR         0   TR  7   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR  7   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR  7   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  7   CH 10   Channel volume 100
BA    1   CR         0   TR  7   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR  7   CH 10   Instrument 17
BA    1   CR         0   TR  7   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR  7   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  7   CH 10   Channel volume 100
BA    1   CR         0   TR  7   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR  7   CH 10   Instrument 17
BA    1   CR         0   TR  7   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR  7   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR  7   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR  7   CH 10   Channel volume 100
BA    1   CR         0   TR  7   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR  7   CH 10   Instrument 17
BA    1   CR       1/2   TR  1   CH  1   NT  A--         23/96
BA    1   CR       3/4   TR  1   CH  1   NT  A--         23/96
BA    1   CR         1   TR  1   CH  1   NT  A--         23/96
BA    1   CR     1+1/2   TR  1   CH  1   NT  A--         23/96
BA    1   CR     1+3/4   TR  1   CH  1   NT  A--         23/96
BA    1   CR         2   TR  1   CH  1   NT  A--         23/96
BA    1   CR     2+1/2   TR  1   CH  1   NT  A--         23/96
BA    1   CR     2+1/2   TR  3   CH  3   NT  B---        23/96   von=35
BA    1   CR     2+3/4   TR  1   CH  1   NT  A--         23/96
BA    1   CR     2+3/4   TR  3   CH  3   NT  B---        23/96   von=42
BA    1   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    1   CR         3   TR  1   CH  1   NT  A--         23/96
BA    1   CR         3   TR  3   CH  3   NT  B---        23/96   von=50
BA    1   CR         3   TR  3   CH  3   NT  B---        23/96
BA    1   CR     3+1/2   TR  1   CH  1   NT  A--         23/96
BA    1   CR     3+1/2   TR  3   CH  3   NT  B---        23/96   von=56
BA    1   CR     3+3/4   TR  1   CH  1   NT  A--         23/96
BA    1   CR     3+3/4   TR  3   CH  3   NT  B---        23/96   von=61

BA    2   CR         0   TR  1   CH  1   NT  A--         23/96
BA    2   CR         0   TR  3   CH  3   NT  B---        23/96   von=66
BA    2   CR       1/2   TR  1   CH  1   NT  A--         23/96
BA    2   CR       1/2   TR  3   CH  3   NT  B---        23/96   von=74
BA    2   CR       3/4   TR  1   CH  1   NT  A--         23/96
BA    2   CR       3/4   TR  3   CH  3   NT  B---        23/96   von=80
BA    2   CR         1   TR  1   CH  1   NT  A--         23/96
BA    2   CR         1   TR  3   CH  3   NT  B---        23/96   von=86
BA    2   CR     1+1/2   TR  1   CH  1   NT  A--         23/96
BA    2   CR     1+1/2   TR  3   CH  3   NT  B---        23/96   von=92
BA    2   CR     1+3/4   TR  1   CH  1   NT  A--         23/96
BA    2   CR     1+3/4   TR  3   CH  3   NT  B---        23/96   von=98
BA    2   CR         2   TR  1   CH  1   NT  A--         23/96
BA    2   CR         2   TR  3   CH  3   NT  B---        23/96   von=100
BA    2   CR         2   TR  5   CH  5   NT  E'          23/96   von=97
BA    2   CR     2+1/4   TR  5   CH  5   NT  G'          23/96
BA    2   CR     2+1/2   TR  1   CH  1   NT  A--         23/96
BA    2   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    2   CR     2+1/2   TR  5   CH  5   NT  C''         23/96
BA    2   CR     2+3/4   TR  1   CH  1   NT  A--         23/96
BA    2   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    2   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    2   CR     2+3/4   TR  5   CH  5   NT  E''         23/96
BA    2   CR         3   TR  1   CH  1   NT  A--         23/96
BA    2   CR         3   TR  3   CH  3   NT  B---        23/96
BA    2   CR         3   TR  5   CH  5   NT  A'          23/96
BA    2   CR     3+1/4   TR  5   CH  5   NT  C''         23/96
BA    2   CR     3+1/2   TR  1   CH  1   NT  A--         23/96
BA    2   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    2   CR     3+1/2   TR  5   CH  5   NT  E''         23/96
BA    2   CR     3+3/4   TR  1   CH  1   NT  A--         23/96
BA    2   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    2   CR     3+3/4   TR  5   CH  5   NT  G''         23/96

BA    3   CR         0   TR  1   CH  1   NT  E-        3+95/96   von=97
BA    3   CR         0   TR  1   CH  1   NT  A--         23/96   von=100
BA    3   CR         0   TR  2   CH  2   NT  A-        1+95/96   von=127
BA    3   CR         0   TR  3   CH  3   NT  B---        23/96
BA    3   CR         0   TR  6   CH  6   NT  A-        1+95/96   von=127
BA    3   CR         0   TR  7   CH 10   NT  C#-         23/96   von=100
BA    3   CR         0   TR  7   CH 10   NT  A-          23/96
BA    3   CR       1/2   TR  1   CH  1   NT  A--         23/96
BA    3   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    3   CR       3/4   TR  1   CH  1   NT  A--         23/96
BA    3   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    3   CR         1   TR  1   CH  1   NT  A--         23/96
BA    3   CR         1   TR  3   CH  3   NT  B---        23/96
BA    3   CR     1+1/2   TR  1   CH  1   NT  A--         23/96
BA    3   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    3   CR     1+3/4   TR  1   CH  1   NT  A--         23/96
BA    3   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    3   CR         2   TR  1   CH  1   NT  A--         23/96
BA    3   CR         2   TR  2   CH  2   NT  B-        1+95/96
BA    3   CR         2   TR  3   CH  3   NT  B---        23/96
BA    3   CR         2   TR  6   CH  6   NT  B-        1+95/96
BA    3   CR     2+1/2   TR  1   CH  1   NT  A--         23/96
BA    3   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    3   CR     2+3/4   TR  1   CH  1   NT  A--         23/96
BA    3   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    3   CR         3   TR  1   CH  1   NT  A--         23/96
BA    3   CR         3   TR  3   CH  3   NT  B---        23/96
BA    3   CR     3+1/2   TR  1   CH  1   NT  A--         23/96
BA    3   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    3   CR     3+3/4   TR  1   CH  1   NT  A--         23/96
BA    3   CR     3+3/4   TR  3   CH  3   NT  B---        23/96

BA    4   CR         0   TR  1   CH  1   NT  F-        3+95/96   von=97
BA    4   CR         0   TR  1   CH  1   NT  A--         23/96   von=100
BA    4   CR         0   TR  2   CH  2   NT  G           71/96
BA    4   CR         0   TR  3   CH  3   NT  B---        23/96
BA    4   CR         0   TR  6   CH  6   NT  G           71/96
BA    4   CR         0   TR  7   CH 10   NT  C#-         23/96
BA    4   CR         0   TR  7   CH 10   NT  A-          23/96
BA    4   CR       1/2   TR  1   CH  1   NT  A--         23/96
BA    4   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    4   CR       3/4   TR  1   CH  1   NT  A--         23/96
BA    4   CR       3/4   TR  2   CH  2   NT  G           23/96
BA    4   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    4   CR       3/4   TR  6   CH  6   NT  G           23/96
BA    4   CR         1   TR  1   CH  1   NT  A--         23/96
BA    4   CR         1   TR  2   CH  2   NT  F         2+95/96
BA    4   CR         1   TR  3   CH  3   NT  B---        23/96
BA    4   CR         1   TR  6   CH  6   NT  F         2+95/96
BA    4   CR         1   TR  7   CH 10   NT  C#-         23/96
BA    4   CR         1   TR  7   CH 10   NT  A-          23/96
BA    4   CR     1+1/2   TR  1   CH  1   NT  A--         23/96
BA    4   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    4   CR     1+3/4   TR  1   CH  1   NT  A--         23/96
BA    4   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    4   CR         2   TR  1   CH  1   NT  A--         23/96
BA    4   CR         2   TR  3   CH  3   NT  B---        23/96
BA    4   CR     2+1/2   TR  1   CH  1   NT  A--         23/96
BA    4   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    4   CR     2+3/4   TR  1   CH  1   NT  A--         23/96
BA    4   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    4   CR         3   TR  1   CH  1   NT  A--         23/96
BA    4   CR         3   TR  3   CH  3   NT  B---        23/96
BA    4   CR     3+1/2   TR  1   CH  1   NT  A--         23/96
BA    4   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    4   CR     3+3/4   TR  1   CH  1   NT  A--         23/96
BA    4   CR     3+3/4   TR  3   CH  3   NT  B---        23/96

BA    5   CR         0   TR  1   CH  1   NT  E-        3+95/96   von=97
BA    5   CR         0   TR  1   CH  1   NT  A--         23/96   von=100
BA    5   CR         0   TR  2   CH  2   NT  A-        1+95/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  3   CH  3   NT  B---        23/96
BA    5   CR         0   TR  6   CH  6   NT  A-        1+95/96
BA    5   CR         0   TR  7   CH 10   NT  C#-         23/96
BA    5   CR         0   TR  7   CH 10   NT  A-          23/96
BA    5   CR       1/2   TR  1   CH  1   NT  A--         23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  1   CH  1   NT  A--         23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR       3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  1   CH  1   NT  A--         23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR         1   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  1   CH  1   NT  A--         23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  1   CH  1   NT  A--         23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     1+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  1   CH  1   NT  A--         23/96
BA    5   CR         2   TR  2   CH  2   NT  B-        1+95/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  3   CH  3   NT  B---        23/96
BA    5   CR         2   TR  6   CH  6   NT  B-        1+95/96
BA    5   CR     2+1/2   TR  1   CH  1   NT  A--         23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  1   CH  1   NT  A--         23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     2+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  1   CH  1   NT  A--         23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR         3   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  1   CH  1   NT  A--         23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+1/2   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  1   CH  1   NT  A--         23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96
BA    5   CR     3+3/4   TR  3   CH  3   NT  B---        23/96

