
BA    1   CR         0   TR  0   CH 16   Text type 3: "untitled"
BA    1   CR         0   TR  0   CH 16   Text type 2: "Copyright © 2004 by Michael Barrette"
BA    1   CR         0   TR  0   CH 16   Text type 1: "Michael Barrette"
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Key C major
BA   12   CR     2+1/4   TR  0   CH  4   Channel volume 111
BA   12   CR  2+31/120   TR  0   CH  2   Channel volume 105
BA   12   CR    2+4/15   TR  0   CH  3   Channel volume 87
BA   12   CR    2+4/15   TR  0   CH  4   Channel volume 110
BA   12   CR   2+17/60   TR  0   CH  2   Channel volume 104
BA   12   CR   2+17/60   TR  0   CH  3   Channel volume 86
BA   12   CR    2+7/24   TR  0   CH  4   Channel volume 109
BA   12   CR    2+3/10   TR  0   CH  2   Channel volume 103
BA   12   CR    2+3/10   TR  0   CH  4   Channel volume 108
BA   12   CR  2+37/120   TR  0   CH  3   Channel volume 85
BA   12   CR   2+19/60   TR  0   CH  2   Channel volume 102
BA   12   CR   2+19/60   TR  0   CH  4   Channel volume 107
BA   12   CR   2+13/40   TR  0   CH  3   Channel volume 84
BA   12   CR   2+13/40   TR  0   CH  4   Channel volume 106
BA   12   CR     2+1/3   TR  0   CH  2   Channel volume 101
BA   12   CR  2+41/120   TR  0   CH  2   Channel volume 100
BA   12   CR  2+41/120   TR  0   CH  3   Channel volume 83
BA   12   CR    2+7/20   TR  0   CH  4   Channel volume 105
BA   12   CR  2+43/120   TR  0   CH  2   Channel volume 99
BA   12   CR  2+43/120   TR  0   CH  3   Channel volume 82
BA   12   CR  2+43/120   TR  0   CH  4   Channel volume 104
BA   12   CR     2+3/8   TR  0   CH  2   Channel volume 98
BA   12   CR     2+3/8   TR  0   CH  3   Channel volume 81
BA   12   CR     2+3/8   TR  0   CH  4   Channel volume 103
BA   12   CR  2+47/120   TR  0   CH  4   Channel volume 102
BA   12   CR     2+2/5   TR  0   CH  2   Channel volume 97
BA   12   CR     2+2/5   TR  0   CH  3   Channel volume 80
BA   12   CR  2+49/120   TR  0   CH  4   Channel volume 101
BA   12   CR    2+5/12   TR  0   CH  2   Channel volume 96
BA   12   CR    2+5/12   TR  0   CH  3   Channel volume 79
BA   12   CR   2+17/40   TR  0   CH  4   Channel volume 100
BA   12   CR   2+13/30   TR  0   CH  2   Channel volume 95
BA   12   CR   2+13/30   TR  0   CH  3   Channel volume 78
BA   12   CR  2+53/120   TR  0   CH  2   Channel volume 94
BA   12   CR  2+53/120   TR  0   CH  4   Channel volume 99
BA   12   CR   2+11/24   TR  0   CH  2   Channel volume 93
BA   12   CR   2+11/24   TR  0   CH  4   Channel volume 98
BA   12   CR    2+7/15   TR  0   CH  3   Channel volume 77
BA   12   CR    2+7/15   TR  0   CH  4   Channel volume 97
BA   12   CR   2+19/40   TR  0   CH  2   Channel volume 92
BA   12   CR   2+29/60   TR  0   CH  3   Channel volume 76
BA   12   CR  2+59/120   TR  0   CH  2   Channel volume 91
BA   12   CR  2+59/120   TR  0   CH  4   Channel volume 96
BA   12   CR     2+1/2   TR  0   CH  2   Channel volume 90
BA   12   CR     2+1/2   TR  0   CH  4   Channel volume 95
BA   12   CR  2+61/120   TR  0   CH  3   Channel volume 75
BA   12   CR   2+31/60   TR  0   CH  4   Channel volume 94
BA   12   CR   2+21/40   TR  0   CH  3   Channel volume 74
BA   12   CR    2+8/15   TR  0   CH  2   Channel volume 89
BA   12   CR   2+13/24   TR  0   CH  3   Channel volume 73
BA   12   CR   2+13/24   TR  0   CH  4   Channel volume 93
BA   12   CR   2+11/20   TR  0   CH  2   Channel volume 88
BA   12   CR   2+11/20   TR  0   CH  4   Channel volume 92
BA   12   CR  2+67/120   TR  0   CH  2   Channel volume 87
BA   12   CR  2+67/120   TR  0   CH  3   Channel volume 72
BA   12   CR   2+17/30   TR  0   CH  4   Channel volume 91
BA   12   CR   2+23/40   TR  0   CH  2   Channel volume 86
BA   12   CR   2+23/40   TR  0   CH  3   Channel volume 71
BA   12   CR   2+23/40   TR  0   CH  4   Channel volume 90
BA   12   CR  2+71/120   TR  0   CH  2   Channel volume 85
BA   12   CR     2+3/5   TR  0   CH  3   Channel volume 70
BA   12   CR     2+3/5   TR  0   CH  4   Channel volume 89
BA   12   CR  2+73/120   TR  0   CH  2   Channel volume 84
BA   12   CR  2+73/120   TR  0   CH  4   Channel volume 88
BA   12   CR   2+37/60   TR  0   CH  2   Channel volume 83
BA   12   CR   2+37/60   TR  0   CH  3   Channel volume 69
BA   12   CR     2+5/8   TR  0   CH  4   Channel volume 87
BA   12   CR   2+19/30   TR  0   CH  3   Channel volume 68
BA   12   CR  2+77/120   TR  0   CH  4   Channel volume 86
BA   12   CR   2+13/20   TR  0   CH  2   Channel volume 82
BA   12   CR   2+13/20   TR  0   CH  3   Channel volume 67
BA   12   CR  2+79/120   TR  0   CH  4   Channel volume 85
BA   12   CR     2+2/3   TR  0   CH  2   Channel volume 81
BA   12   CR   2+27/40   TR  0   CH  2   Channel volume 80
BA   12   CR   2+27/40   TR  0   CH  4   Channel volume 84
BA   12   CR   2+41/60   TR  0   CH  3   Channel volume 66
BA   12   CR  2+83/120   TR  0   CH  2   Channel volume 79
BA   12   CR  2+83/120   TR  0   CH  4   Channel volume 83
BA   12   CR   2+17/24   TR  0   CH  2   Channel volume 78
BA   12   CR   2+17/24   TR  0   CH  3   Channel volume 65
BA   12   CR   2+17/24   TR  0   CH  4   Channel volume 82
BA   12   CR   2+43/60   TR  0   CH  4   Channel volume 81
BA   12   CR   2+29/40   TR  0   CH  2   Channel volume 77
BA   12   CR   2+29/40   TR  0   CH  3   Channel volume 64
BA   12   CR   2+11/15   TR  0   CH  2   Channel volume 76
BA   12   CR  2+89/120   TR  0   CH  3   Channel volume 63
BA   12   CR  2+89/120   TR  0   CH  4   Channel volume 80
BA   12   CR     2+3/4   TR  0   CH  2   Channel volume 75
BA   12   CR     2+3/4   TR  0   CH  4   Channel volume 79
BA   12   CR  2+91/120   TR  0   CH  3   Channel volume 62
BA   12   CR   2+23/30   TR  0   CH  4   Channel volume 78
BA   12   CR   2+31/40   TR  0   CH  2   Channel volume 74
BA   12   CR   2+31/40   TR  0   CH  3   Channel volume 61
BA   12   CR   2+31/40   TR  0   CH  4   Channel volume 77
BA   12   CR   2+19/24   TR  0   CH  2   Channel volume 73
BA   12   CR     2+4/5   TR  0   CH  3   Channel volume 60
BA   12   CR     2+4/5   TR  0   CH  4   Channel volume 76
BA   12   CR  2+97/120   TR  0   CH  2   Channel volume 72
BA   12   CR   2+49/60   TR  0   CH  3   Channel volume 59
BA   12   CR   2+49/60   TR  0   CH  4   Channel volume 75
BA   12   CR   2+33/40   TR  0   CH  2   Channel volume 71
BA   12   CR   2+33/40   TR  0   CH  4   Channel volume 74
BA   12   CR     2+5/6   TR  0   CH  2   Channel volume 70
BA   12   CR     2+5/6   TR  0   CH  3   Channel volume 58
BA   12   CR   2+17/20   TR  0   CH  2   Channel volume 69
BA   12   CR   2+17/20   TR  0   CH  3   Channel volume 57
BA   12   CR   2+17/20   TR  0   CH  4   Channel volume 73
BA   12   CR 2+103/120   TR  0   CH  4   Channel volume 72
BA   12   CR   2+13/15   TR  0   CH  2   Channel volume 68
BA   12   CR   2+13/15   TR  0   CH  3   Channel volume 56
BA   12   CR     2+7/8   TR  0   CH  4   Channel volume 71
BA   12   CR 2+107/120   TR  0   CH  2   Channel volume 67
BA   12   CR 2+107/120   TR  0   CH  4   Channel volume 70
BA   12   CR 2+109/120   TR  0   CH  2   Channel volume 66
BA   12   CR 2+109/120   TR  0   CH  3   Channel volume 55
BA   12   CR 2+109/120   TR  0   CH  4   Channel volume 69
BA   12   CR   2+11/12   TR  0   CH  4   Channel volume 68
BA   12   CR   2+37/40   TR  0   CH  2   Channel volume 65
BA   12   CR   2+37/40   TR  0   CH  3   Channel volume 54
BA   12   CR 2+113/120   TR  0   CH  2   Channel volume 64
BA   12   CR 2+113/120   TR  0   CH  3   Channel volume 53
BA   12   CR 2+113/120   TR  0   CH  4   Channel volume 67
BA   12   CR   2+19/20   TR  0   CH  2   Channel volume 63
BA   12   CR   2+23/24   TR  0   CH  3   Channel volume 52
BA   12   CR   2+23/24   TR  0   CH  4   Channel volume 66
BA   12   CR   2+29/30   TR  0   CH  2   Channel volume 62
BA   12   CR   2+29/30   TR  0   CH  4   Channel volume 65
BA   12   CR   2+39/40   TR  0   CH  3   Channel volume 51
BA   12   CR   2+59/60   TR  0   CH  2   Channel volume 61
BA   12   CR 2+119/120   TR  0   CH  4   Channel volume 64
BA   12   CR         3   TR  0   CH  2   Channel volume 60
BA   12   CR         3   TR  0   CH  3   Channel volume 50
BA   12   CR         3   TR  0   CH  4   Channel volume 63
BA   12   CR    3+1/60   TR  0   CH  3   Channel volume 49
BA   12   CR    3+1/60   TR  0   CH  4   Channel volume 62
BA   12   CR    3+1/40   TR  0   CH  2   Channel volume 59
BA   12   CR    3+1/40   TR  0   CH  4   Channel volume 61
BA   12   CR    3+1/30   TR  0   CH  3   Channel volume 48
BA   12   CR    3+1/24   TR  0   CH  2   Channel volume 58
BA   12   CR    3+1/20   TR  0   CH  3   Channel volume 47
BA   12   CR    3+1/20   TR  0   CH  4   Channel volume 60
BA   12   CR   3+7/120   TR  0   CH  2   Channel volume 57
BA   12   CR    3+1/15   TR  0   CH  2   Channel volume 56
BA   12   CR    3+1/15   TR  0   CH  3   Channel volume 46
BA   12   CR    3+1/15   TR  0   CH  4   Channel volume 59
BA   12   CR    3+3/40   TR  0   CH  4   Channel volume 58
BA   12   CR    3+1/12   TR  0   CH  2   Channel volume 55
BA   12   CR    3+1/12   TR  0   CH  3   Channel volume 45
BA   12   CR    3+1/10   TR  0   CH  2   Channel volume 54
BA   12   CR    3+1/10   TR  0   CH  4   Channel volume 57
BA   12   CR  3+13/120   TR  0   CH  2   Channel volume 53
BA   12   CR  3+13/120   TR  0   CH  4   Channel volume 56
BA   12   CR     3+1/8   TR  0   CH  3   Channel volume 44
BA   12   CR     3+1/8   TR  0   CH  4   Channel volume 55
BA   12   CR  3+17/120   TR  0   CH  2   Channel volume 52
BA   12   CR  3+17/120   TR  0   CH  3   Channel volume 43
BA   12   CR  3+17/120   TR  0   CH  4   Channel volume 54
BA   12   CR  3+19/120   TR  0   CH  2   Channel volume 51
BA   12   CR  3+19/120   TR  0   CH  3   Channel volume 42
BA   12   CR  3+19/120   TR  0   CH  4   Channel volume 53
BA   12   CR     3+1/6   TR  0   CH  2   Channel volume 50
BA   12   CR     3+1/6   TR  0   CH  4   Channel volume 52
BA   12   CR    3+7/40   TR  0   CH  3   Channel volume 41
BA   12   CR   3+11/60   TR  0   CH  2   Channel volume 49
BA   12   CR  3+23/120   TR  0   CH  4   Channel volume 51
BA   12   CR     3+1/5   TR  0   CH  2   Channel volume 48
BA   12   CR     3+1/5   TR  0   CH  3   Channel volume 40
BA   12   CR    3+5/24   TR  0   CH  4   Channel volume 50
BA   12   CR   3+13/60   TR  0   CH  2   Channel volume 47
BA   12   CR   3+13/60   TR  0   CH  3   Channel volume 39
BA   12   CR   3+13/60   TR  0   CH  4   Channel volume 49
BA   12   CR    3+9/40   TR  0   CH  2   Channel volume 46
BA   12   CR    3+7/30   TR  0   CH  3   Channel volume 38
BA   12   CR  3+29/120   TR  0   CH  2   Channel volume 45
BA   12   CR  3+29/120   TR  0   CH  4   Channel volume 48
BA   12   CR     3+1/4   TR  0   CH  3   Channel volume 37
BA   12   CR     3+1/4   TR  0   CH  4   Channel volume 47
BA   12   CR    3+4/15   TR  0   CH  3   Channel volume 36
BA   12   CR    3+4/15   TR  0   CH  4   Channel volume 46
BA   12   CR   3+11/40   TR  0   CH  2   Channel volume 44
BA   12   CR   3+11/40   TR  0   CH  4   Channel volume 45
BA   12   CR   3+17/60   TR  0   CH  2   Channel volume 43
BA   12   CR   3+17/60   TR  0   CH  3   Channel volume 35
BA   12   CR    3+3/10   TR  0   CH  2   Channel volume 42
BA   12   CR    3+3/10   TR  0   CH  4   Channel volume 44
BA   12   CR  3+37/120   TR  0   CH  3   Channel volume 34
BA   12   CR  3+37/120   TR  0   CH  4   Channel volume 43
BA   12   CR   3+19/60   TR  0   CH  2   Channel volume 41
BA   12   CR   3+13/40   TR  0   CH  4   Channel volume 42
BA   12   CR     3+1/3   TR  0   CH  2   Channel volume 40
BA   12   CR  3+41/120   TR  0   CH  2   Channel volume 39
BA   12   CR  3+41/120   TR  0   CH  3   Channel volume 33
BA   12   CR    3+7/20   TR  0   CH  4   Channel volume 41
BA   12   CR  3+43/120   TR  0   CH  2   Channel volume 38
BA   12   CR  3+43/120   TR  0   CH  3   Channel volume 32
BA   12   CR  3+43/120   TR  0   CH  4   Channel volume 40
BA   12   CR     3+3/8   TR  0   CH  3   Channel volume 31
BA   12   CR     3+3/8   TR  0   CH  4   Channel volume 39
BA   12   CR  3+47/120   TR  0   CH  2   Channel volume 37
BA   12   CR  3+47/120   TR  0   CH  4   Channel volume 38
BA   12   CR     3+2/5   TR  0   CH  2   Channel volume 36
BA   12   CR     3+2/5   TR  0   CH  3   Channel volume 30
BA   12   CR  3+49/120   TR  0   CH  4   Channel volume 37
BA   12   CR    3+5/12   TR  0   CH  2   Channel volume 35
BA   12   CR    3+5/12   TR  0   CH  3   Channel volume 29
BA   12   CR    3+5/12   TR  0   CH  4   Channel volume 36
